Price,Date,Close,High,Low,Open,Volume
Ticker,,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
28,2007-11-15,48.248504638671875,49.09308357628662,47.342500112090974,48.34063885654476,29242252
29,2007-11-16,47.910667419433594,49.00094027227761,47.35784967097989,48.033514419453546,18895294
30,2007-11-19,49.64590072631836,51.44255142653432,48.63240759572302,49.000948658859215,40716718
31,2007-11-20,48.878089904785156,50.828299954560364,48.279205093281334,49.44626192700598,26342171
32,2007-11-21,45.069801330566406,49.46160872957614,43.97952455278776,49.16984768962201,26814499
33,2007-11-22,43.51884841918945,46.405775401367436,41.63006409849984,44.593766799403504,34096185
34,2007-11-23,46.40578079223633,46.68218757471451,43.79526025716782,46.375068001833014,27664090
35,2007-11-26,46.77430725097656,48.125632118781716,46.40576637734307,48.125632118781716,20159123
36,2007-11-27,45.622615814208984,47.572825611622775,45.14658222143697,47.572825611622775,20573198
37,2007-11-28,44.94694137573242,46.83572935527437,44.639821920922245,46.62074407067756,16435311
38,2007-11-29,43.73383331298828,46.31363656593201,43.16566134187218,46.06794260491842,25530967
39,2007-11-30,45.42299270629883,45.69939946573559,43.91810775774273,44.5323468523024,18437721
40,2007-12-03,46.06795883178711,46.636131003034826,45.62263368431753,45.97582043977095,16851227
41,2007-12-04,45.469058990478516,46.75896273216917,45.1312266614095,46.375063304948775,14008727
42,2007-12-05,47.281070709228516,47.449988982471595,45.45371165459242,45.54584586503335,27725290
43,2007-12-06,46.40578079223633,49.03165147414278,45.80689595888709,48.30991964475611,24104710
44,2007-12-07,46.206138610839844,47.357836731813435,45.37691846308375,46.69753064223687,11742386
45,2007-12-10,46.25221252441406,46.820380297597865,45.65332780088379,46.65146622971755,8330010
46,2007-12-11,46.0372314453125,46.927877292430466,45.80689178663154,46.666824846143626,11685950
47,2007-12-12,46.00651168823242,46.421123844164114,45.14657875899061,45.45369825737337,16342131
48,2007-12-13,45.238712310791016,46.68217559927071,45.06979825526828,46.067936611079304,14620172
49,2007-12-14,44.79339599609375,45.499773467761344,44.56305633120605,45.08516123784838,10991851
50,2007-12-17,42.090755462646484,45.300157212101766,41.4611577316632,45.05445901260468,19355678
51,2007-12-18,41.90647888183594,43.30387137774739,40.601220598516576,41.6147135993341,21607783
52,2007-12-19,41.1386833190918,43.62635308767433,40.78549658729507,43.25780787544859,19526912
53,2007-12-20,40.724056243896484,42.013959853825206,40.53978370453881,41.6761275592653,17105204
54,2007-12-24,41.96790313720703,42.628209414726506,41.000473107769864,41.33830548586094,16711519
55,2007-12-26,43.2424430847168,43.764547981289134,42.198237457147584,42.198237457147584,20930094
56,2007-12-27,43.5495719909668,44.74733764957103,43.18102678882256,44.1330984230482,44565277
57,2007-12-28,43.887386322021484,44.07165884719412,42.99673647794948,43.45741570809377,18354518
58,2007-12-31,44.20985412597656,44.47090648746448,43.672395096973105,44.22521259757825,11982308
59,2008-01-01,45.02373123168945,45.43834342081418,44.02559278203646,44.44020497116119,16687746
60,2008-01-02,44.778045654296875,45.36157202396097,44.117739389530236,45.023739652394624,13437280
61,2008-01-03,46.62075424194336,46.80502678814712,43.96417121136256,44.50163037453802,31815218
62,2008-01-04,46.37506103515625,47.91065866887912,46.06794150841168,47.29641961538997,28011310
63,2008-01-07,45.99116897583008,47.0507290130649,45.4997768214023,46.08330318234586,15858063
64,2008-01-08,44.42483901977539,46.68216775519117,43.88737999541802,46.037216092847515,13282666
65,2008-01-09,43.718467712402344,44.67053894593334,43.61097505988561,44.470912114444886,13113527
66,2008-01-10,42.67427062988281,45.14658545806317,42.3825053968957,43.918107282244485,18023003
67,2008-01-11,43.31922149658203,43.73383370438136,41.61470556797928,43.25779592299127,11629440
68,2008-01-14,43.97953414916992,44.44021352226825,42.704988716713046,43.39600777636055,10264240
69,2008-01-15,42.64356231689453,44.87017924420134,42.29037563740241,44.685910830953866,11558334
70,2008-01-16,41.76826858520508,42.68962726727979,40.708708600164535,42.33644060559961,14834065
71,2008-01-17,42.889259338378906,43.84133083237323,41.03118345247894,41.92182936663786,16169395
72,2008-01-18,40.89298629760742,42.58214409322866,40.53979542606205,42.53607282088715,13254156
73,2008-01-21,33.93671417236328,40.539783634680816,29.560259073853718,40.539783634680816,33202389
74,2008-01-22,30.527694702148438,32.24756523690373,24.24709742903591,30.589118203506548,58755707
75,2008-01-23,33.93671417236328,35.241972089333025,31.019078828548555,31.019078828548555,28425991
76,2008-01-24,34.01349639892578,36.42438555106599,32.401118860724246,35.76407939234612,29911930
77,2008-01-25,35.76408386230469,35.932997959283554,34.32062021955968,35.625878389812335,12550722
78,2008-01-28,36.147979736328125,36.42438648830271,32.4011196944382,35.27268821709581,13601109
79,2008-01-29,35.549095153808594,36.76221900534758,35.011635957785685,36.240114120123756,7679877
80,2008-01-30,33.58354568481445,35.77945053182608,33.13822048904732,35.62589069405495,9016102
81,2008-01-31,31.38761329650879,34.02884119698656,31.019070401341104,33.93670495249791,41538563
82,2008-02-01,32.477901458740234,32.70824112631178,31.633322677644536,31.925085840010944,9089201
83,2008-02-04,34.15169906616211,34.55095486488725,33.09213712235169,33.09213712235169,12009385
84,2008-02-05,35.21125793457031,35.67193718145041,33.47603360443689,34.21311956633009,14593303
85,2008-02-06,34.904144287109375,35.31875651191166,32.953936398105235,34.24383808901894,12429218
86,2008-02-07,33.26105880737305,35.61052481195279,33.04607552086724,34.428113611989005,11300078
87,2008-02-08,32.401126861572266,33.75245229892001,31.80224196184111,33.4760454858042,13514197
88,2008-02-11,30.113086700439453,32.86180908383355,29.79061066901904,32.86180908383355,15133331
89,2008-02-12,29.575620651245117,31.218711150267143,29.32992458371082,31.019084266963688,10237627
90,2008-02-13,29.14565086364746,30.481619568036145,28.54676819734994,30.09772015594958,10395753
91,2008-02-14,31.69474220275879,32.017218113527285,29.79059952309242,29.79059952309242,12514003
92,2008-02-15,32.60074996948242,32.86180243802602,30.727319752704325,31.57189857320811,12080990
93,2008-02-18,32.416465759277344,33.33782622466113,32.14005907761321,33.33782622466113,6977153
94,2008-02-19,32.06328201293945,33.0767767388761,31.817586006229458,32.99999686695344,7226542
95,2008-02-20,31.264785766601562,31.7715344182173,30.91159901654469,31.756178019782578,5604999
96,2008-02-21,31.47976303100586,32.01722225758875,31.095863583446658,31.771526194593296,3874365
97,2008-02-22,31.08050537109375,31.28013223903328,30.11307757015655,30.435553503802282,2691220
98,2008-02-25,31.34156036376953,31.72545984562705,30.589117795886388,31.449053051804828,6270186
99,2008-02-26,31.464406967163086,31.909729914453504,31.31084718652585,31.63332314242161,7139423
100,2008-02-27,33.3071174621582,34.95020552626612,31.925079721595296,31.925079721595296,43223132
101,2008-02-28,34.243831634521484,34.50488403541998,33.16891341423626,33.629592651501355,35763847
102,2008-02-29,33.75244140625,34.70451271357306,33.19962795842367,34.02885021295063,16477462
103,2008-03-03,32.33968734741211,33.41460759153577,31.9711443943685,32.27826386903605,10049153
104,2008-03-04,31.510469436645508,32.67752401450552,30.711959944374186,32.554677041167636,11485198
105,2008-03-05,32.093997955322266,32.2475577142896,30.74267082673724,31.664029380541223,8581053
106,2008-03-07,30.450916290283203,31.633327600959184,29.176368681681225,31.633327600959184,14251925
107,2008-03-10,30.342872619628906,30.55894550863708,28.598853187859326,30.49721069654105,11713659
108,2008-03-11,32.84315490722656,33.15183110432418,29.385981918402123,30.095935497051094,19665129
109,2008-03-12,32.009727478027344,33.95438780987759,31.701051301331887,33.73831490485963,12262350
110,2008-03-13,27.611099243164062,31.484989088230787,26.85484277211361,31.176312806712644,47000084
111,2008-03-14,29.509445190429688,29.63291480528063,27.811726472837314,28.382776058202904,35798540
112,2008-03-17,28.35192108154297,28.953839358901575,27.75000280418436,28.953839358901575,19211273
113,2008-03-18,28.59885597229004,29.15447352193841,27.842597647114687,28.30561192293094,12632937
114,2008-03-19,28.768627166748047,32.040593331853316,28.58342062632854,29.94159494492405,16449023
115,2008-03-24,29.046436309814453,29.848995233234596,28.413649707888307,29.848995233234596,11636914
116,2008-03-25,30.142236709594727,30.32744116279584,29.262508753520365,29.802692072042856,13232423
117,2008-03-26,29.957027435302734,30.682417234320077,29.632917055032344,29.941593208938592,11448313
118,2008-03-27,30.49721336364746,30.790457410101244,29.509450003694607,29.509450003694607,17425122
119,2008-03-28,30.558944702148438,30.790453904750983,29.756387979392244,30.636113738567925,11599511
120,2008-03-31,30.342872619628906,30.697851452533325,29.9415932009885,30.55894550863708,9914705
121,2008-04-01,30.404613494873047,30.836761452410496,30.018768225649197,30.558951602562587,6034588
122,2008-04-02,30.89849281311035,31.793654993369145,30.55894817691834,30.55894817691834,6087024
123,2008-04-03,30.651552200317383,31.114566482819125,30.40461083098091,30.975662616737477,3883474
124,2008-04-04,30.49721336364746,30.852192227596237,29.910729457428545,30.852192227596237,5906537
125,2008-04-07,30.37373924255371,30.682415377782526,30.018760431034167,30.543511535598363,4088729
126,2008-04-08,29.60205841064453,30.38918322691763,29.385985465265264,30.327446305370966,5753811
127,2008-04-09,29.679229736328125,29.94160329956452,29.339685015263555,29.69466396789376,3776374
128,2008-04-10,30.26569938659668,30.481772245658938,29.524877557427832,29.632912940287035,7075297
129,2008-04-11,30.404613494873047,30.713289710252127,30.095937279493967,30.558951602562587,4012660
130,2008-04-15,30.86762809753418,31.02196619615496,29.694658129347346,30.219407245989117,6362785
131,2008-04-16,30.450916290283203,31.392379169169455,30.327444547690583,31.176306236313078,4725794
132,2008-04-17,31.62388038635254,32.3492681026678,30.574380191667736,30.913924803283678,14831167
133,2008-04-21,32.13319396972656,32.688811452124895,31.793651464564984,32.10232761108138,7639361
134,2008-04-22,32.65794372558594,33.02835678430909,31.793652170816287,32.102328324189486,8814769
135,2008-04-23,32.688819885253906,33.07466516794056,32.25667400598271,32.71968834520669,5265604
136,2008-04-24,31.53128433227539,33.09009970758636,31.253476563479023,33.02836488044769,8801780
137,2008-04-25,31.79364776611328,32.24122770782771,31.361499955254224,32.10232387672239,4095990
138,2008-04-28,31.9171199798584,32.53447225149901,31.79365036286788,31.824516720443498,4708244
139,2008-04-29,32.36470031738281,32.673376456629484,31.947988785406242,32.102326855029574,6497143
140,2008-04-30,32.580772399902344,32.99748601503835,32.41100220214115,32.68880988333582,6331377
141,2008-05-02,32.8740348815918,33.80006379731605,32.81229794586738,33.07467364266065,5658418
142,2008-05-05,32.71968460083008,33.49137507789264,32.50360959257705,33.306168526059864,7642293
143,2008-05-06,32.44187927246094,33.09010020043332,32.25667478828646,32.45731350281165,5061166
144,2008-05-07,31.97886085510254,32.62708170063757,31.484980200101752,32.411008783240696,4303106
145,2008-05-08,31.593015670776367,31.917126094145548,31.407811209811417,31.73191953983618,3642073
146,2008-05-09,31.40781021118164,32.225801264459925,30.929361705548672,31.176303072328043,8621761
147,2008-05-12,31.40781021118164,31.63931735003523,30.713286701276502,31.407810211181637,4890395
148,2008-05-13,31.500408172607422,31.731915287800266,31.238034698062016,31.546710851652474,5056766
149,2008-05-14,31.546709060668945,31.71648135417414,30.867621979992194,30.867621979992194,2982486
150,2008-05-15,31.562149047851562,31.917125831791502,30.867627614916927,30.867627614916927,2646760
151,2008-05-16,31.809078216552734,31.901681463512173,31.42323309867485,31.79364608651261,4422288
152,2008-05-20,31.747352600097656,31.870824329542188,31.42324218865423,31.48497910004867,3464912
153,2008-05-21,31.947994232177734,32.41100851998643,31.021965656560337,31.021965656560337,3419088
154,2008-05-22,31.51583480834961,31.670172847972434,31.176292377185572,31.176292377185572,3558000
155,2008-05-23,30.991092681884766,31.762783049062204,30.86762306047401,31.330637280780476,4417028
156,2008-05-26,30.759584426879883,30.94479094544684,29.324239141346,29.324239141346,2605807
157,2008-05-27,29.83355712890625,31.14543075301062,29.694653281493434,30.805886154140087,3316550
158,2008-05-28,30.929351806640625,31.114556202442408,29.416837727535817,29.94158665565639,4505700
159,2008-05-29,31.43868637084961,31.79366535038629,30.52809175959464,31.253481858058517,11026212
160,2008-05-30,30.435466766357422,31.639304661623765,30.31199717915532,31.515832981078145,4023430
161,2008-06-02,29.1390380859375,30.86762548132001,28.70689019041974,30.25027104581689,4431595
162,2008-06-03,28.058666229248047,29.015560924275295,27.796290695659362,28.706884811038663,6240766
163,2008-06-04,27.19437599182129,28.22843984057545,27.024603690281317,27.9351979161032,5762089
164,2008-06-05,27.148075103759766,27.34871587093809,26.237480817879806,27.16350933098029,9721099
165,2008-06-06,26.854833602905273,27.98150290176799,26.46898838274906,27.009171690967758,6317089
166,2008-06-09,26.484418869018555,27.132639584650644,25.311449146769245,26.54615367685399,6500809
167,2008-06-10,26.29922103881836,26.515296077628115,25.697302800256853,26.237486210591864,6717902
168,2008-06-11,26.422697067260742,26.854843028168553,26.237490459245947,26.54616674370725,2586175
169,2008-06-12,26.607892990112305,26.762231082506435,25.31145343267048,26.083143894641132,3244212
170,2008-06-13,26.438129425048828,26.823974753259677,26.160319532730092,26.561599092738348,4248430
171,2008-06-16,27.364154815673828,27.780866462402585,26.577030025171123,26.66963331111461,4354615
172,2008-06-17,28.182140350341797,28.39821324554095,26.885700885802645,27.749994559943477,4736084
173,2008-06-18,28.15127182006836,28.76862623706836,28.08953700637162,28.08953700637162,5055019
174,2008-06-19,27.549354553222656,28.08953785269697,27.101774523755655,27.595657234898443,4221271
175,2008-06-20,26.91657066345215,27.888901955314058,26.56159386865231,27.780864447325687,3837789
176,2008-06-23,25.975099563598633,26.793092494238277,25.712726131514966,26.70048924447895,4516050
177,2008-06-24,25.172548294067383,26.360952382688446,24.910172712939854,25.975105077888564,5238203
178,2008-06-25,24.47802734375,24.987342194487063,23.922409810817754,24.694100247294685,3933879
179,2008-06-26,25.8670711517334,26.97830626151641,24.616932176563605,24.616932176563605,18253250
180,2008-06-27,24.72496795654297,25.558395348044883,24.586064089074117,25.002777784825074,6821283
181,2008-06-30,24.231088638305664,24.94104433626152,23.53656716943799,24.709537179972294,4596315
182,2008-07-01,22.517932891845703,24.231086086651274,21.653639180711473,24.231086086651274,6202295
183,2008-07-02,23.505695343017578,23.752636693009574,21.8079764401709,22.53336626327035,5245963
184,2008-07-03,22.888349533081055,23.50570203720471,22.224696428486048,23.305063310702447,4726793
185,2008-07-04,23.197023391723633,23.644603492363967,22.37903224549629,22.53337035560293,4862814
186,2008-07-07,23.706336975097656,24.663234040901507,23.505698280660305,23.505698280660305,5528014
187,2008-07-08,24.400863647460938,25.00278190115224,21.916017385447248,21.916017385447248,8354280
188,2008-07-09,26.098575592041016,26.206610990235223,24.72496502824255,24.72496502824255,6860769
189,2008-07-10,27.240671157836914,27.564781470235925,25.3731803991033,26.098570046218047,7216175
190,2008-07-11,25.944242477416992,27.84260035559486,25.743601682372017,27.5030577763061,6040791
191,2008-07-14,25.959672927856445,26.88570360278813,25.311454176752,25.311454176752,5942149
192,2008-07-15,24.879302978515625,25.589258549731927,24.694098542553203,25.311450849116223,3693378
193,2008-07-16,24.200218200683594,25.31145329731671,23.78350451611009,24.87930538491746,6973872
194,2008-07-17,25.43492317199707,25.620129720955944,24.6941011628503,24.6941011628503,5038238
195,2008-07-18,26.854833602905273,27.070906507523894,25.141680406742832,25.89793661958015,5983177
196,2008-07-21,28.367341995239258,28.537114274109992,26.870262027029828,27.31784196707534,8754188
197,2008-07-22,29.524892807006836,29.787266380903905,28.120415357675107,28.367356792724358,12631056
198,2008-07-23,31.608448028564453,32.22580038193408,30.281140050150892,30.836757586852414,12798869
199,2008-07-24,30.49721336364746,32.194932358153544,28.59885568894657,28.59885568894657,10764301
200,2008-07-25,30.558944702148438,31.54671004299312,29.40140915585616,30.173099520051014,10710381
201,2008-07-28,30.312009811401367,31.160869333864756,29.972465165078255,30.558949088715206,5533881
202,2008-07-29,29.09273910522461,30.09593678885189,28.86123194746447,29.632922473331607,5145929
203,2008-07-30,30.312009811401367,30.558949088715206,29.35511278510488,29.35511278510488,7354746
204,2008-07-31,29.2470703125,30.83675367686747,28.861225140567704,30.83675367686747,6006517
205,2008-08-01,30.095930099487305,30.21940181218894,27.780859036452295,28.7840564971008,4699412
206,2008-08-04,30.2811336517334,30.836751071032708,29.494009148838035,29.494009148838035,4301346
207,2008-08-05,31.639305114746094,31.870812164073207,30.09592269255514,30.40459875832462,9161115
208,2008-08-06,30.836763381958008,32.76598984879467,30.620690436341242,32.76598984879467,8616591
209,2008-08-07,30.759584426879883,31.45410573148995,29.802687569857294,29.802687569857294,4809365
210,2008-08-08,30.23482894897461,30.99108490024933,30.12679148735955,30.40459911245032,4883824
211,2008-08-11,30.51264762878418,30.960227672852284,30.281140492885743,30.620685129541176,2714705
212,2008-08-12,29.987890243530273,30.867617953913108,29.756383171676234,30.713277812666668,5801276
213,2008-08-13,30.111370086669922,30.40461205876032,29.401414406162733,29.632921556762177,2754609
214,2008-08-14,29.385982513427734,30.250274208126232,29.324245598082577,29.94159800477835,2566362
215,2008-08-18,29.046436309814453,29.941596414645534,28.768628578892912,29.324244040735998,2963058
216,2008-08-19,28.506248474121094,29.16990133377336,27.919762555658497,29.000131132474433,2941144
217,2008-08-20,28.830354690551758,29.06186176085032,28.629713973620095,28.70688299705295,3319410
218,2008-08-21,28.521684646606445,29.000133112043454,28.182140034142968,28.706889086123102,4138486
219,2008-08-22,28.228443145751953,29.5094505770479,27.503055362739314,29.5094505770479,4139879
220,2008-08-25,28.537120819091797,28.922966044407957,28.336480045920798,28.922966044407957,2034227
221,2008-08-26,28.583410263061523,28.676013499696836,28.058661379919435,28.243865759846553,1489491
222,2008-08-27,28.01236915588379,28.938397680705307,27.858031068413535,28.737759004331693,4297168
223,2008-08-28,27.59566307067871,28.39822002932579,27.240684142805748,28.08954379292044,7382078
224,2008-08-29,28.737764358520508,28.84580187721608,27.96607377739407,28.08954343303643,2219080
225,2008-09-01,28.722206115722656,28.846611114789493,28.146828249332266,28.6755526591705,3417069
226,2008-09-02,30.230634689331055,30.35503971673764,28.675559191529086,28.92437135554553,5030404
227,2008-09-04,29.593036651611328,30.137312015272357,29.34422463495445,29.88849999861548,2813325
228,2008-09-05,28.939910888671875,29.26647659096572,28.613345186378027,29.235374292003478,3330688
229,2008-09-08,30.463890075683594,31.69239740412188,30.16842449901371,30.479439119337474,8377948
230,2008-09-09,30.572744369506836,30.821556491205463,29.872961463656075,30.463890516340687,3737279
231,2008-09-10,30.308378219604492,30.821551422487314,30.012912687251127,30.41723205486922,3847698
232,2008-09-11,29.4997501373291,30.168430868523693,29.266489122837502,30.168430868523693,2567354
233,2008-09-12,29.795209884643555,30.60384880923818,29.313136760719953,29.701905068851396,6093354
234,2008-09-15,27.91356658935547,29.1576249854222,27.07382759385097,28.706654238688557,6770268
235,2008-09-16,28.45784568786621,28.70665781996043,26.436250542055593,26.825018839326866,4654621
236,2008-09-17,27.726957321166992,28.86215969125305,27.36928928966401,28.86215969125305,4674190
237,2008-09-18,27.664758682250977,28.209034313041805,25.6742657904686,27.36929519023371,6603710
238,2008-09-19,29.34423065185547,29.499737930501823,27.991316483951202,28.317882190949035,9821730
239,2008-09-22,28.70665740966797,31.41248640736513,28.473396434639106,30.1684257646749,4162514
240,2008-09-23,28.364538192749023,29.00211856182984,27.835813780292785,28.364538192749023,6569683
241,2008-09-24,29.017671585083008,29.32868621354639,28.08462769969286,28.45784483200833,5730103
242,2008-09-25,28.11573028564453,29.21983264950309,27.447047562280886,29.09542553135957,10926783
243,2008-09-26,27.664758682250977,28.27123892963749,27.182687668055834,28.27123892963749,4967945
244,2008-09-29,26.638412475585938,28.457846920074132,26.125237035445867,28.457846920074132,7859964
245,2008-09-30,26.68505859375,27.68030486074122,25.192188138661834,25.192188138661834,6616439
246,2008-10-01,27.571453094482422,27.83581425057549,26.48289983745406,27.027177520569662,3743739
247,2008-10-03,27.960216522216797,28.302331272512852,27.213780313093412,27.711404452509004,4681406
248,2008-10-06,27.38484001159668,27.991318009531174,26.825013356117697,27.64920324338476,5560277
249,2008-10-07,28.286781311035156,28.89326141555248,27.369288742820245,27.369288742820245,9928258
250,2008-10-08,28.069072723388672,28.302333662965793,26.156331753334655,27.338189711568603,9985473
251,2008-10-10,27.89801025390625,28.53559048526385,25.829764398421872,27.9602148495137,9025179
252,2008-10-13,28.45784568786621,28.675555512497525,27.851367565963628,28.03797719233504,6805621
253,2008-10-14,27.773603439331055,29.515285598391,27.555893696749113,28.613342223119805,5099383
254,2008-10-15,27.540355682373047,28.131282709640978,27.244892168739078,27.618109349603206,5495022
255,2008-10-16,26.482891082763672,27.15157354661146,25.96971798354279,27.15157354661146,6651066
256,2008-10-17,24.492408752441406,27.213786799645018,24.13474065785858,27.027179284787128,5586092
257,2008-10-20,24.772321701049805,25.752019088152714,23.994785096620365,24.585714181508553,7922965
258,2008-10-21,24.974483489990234,26.2807446162227,24.259149363252444,25.02113484445446,8047276
259,2008-10-22,23.606016159057617,24.912277197500888,23.372755184006927,24.72566968298212,5408099
260,2008-10-23,22.45526123046875,23.232797772182767,22.11314430843344,23.015087962343415,6641370
261,2008-10-24,19.547273635864258,22.082041907159823,19.282910369148738,21.77102729182526,9905588
262,2008-10-27,18.038848876953125,19.28290712926679,16.17276149848263,19.189602338502766,12878172
263,2008-10-29,20.418115615844727,21.708825465955737,18.660881719015563,20.526969469076537,13094201
264,2008-10-31,21.72437286376953,22.393055457474585,20.651373014803916,21.491111935333414,8097887
265,2008-11-03,22.393064498901367,22.983991579184636,21.615525647639245,22.952889265820925,4951148
266,2008-11-04,23.372756958007812,23.559366595893295,21.973191001476096,22.082044865906685,4515828
267,2008-11-05,22.5174617767334,24.507956416204745,22.08204008566029,24.507956416204745,6145587
268,2008-11-06,21.771020889282227,23.248341986865448,21.320050251511635,22.08203541315191,4896229
269,2008-11-07,23.466054916381836,24.165837690058222,21.460009277814187,21.615516560853383,8250147
270,2008-11-10,23.99477767944336,24.53905313429955,23.46605337370925,24.19693629042328,3775177
271,2008-11-11,23.714872360229492,24.71011877516772,23.17059674636607,24.10364065584622,8900004
272,2008-11-12,22.719621658325195,24.228043344411287,22.439709355993017,24.228043344411287,5705390
273,2008-11-14,22.641862869262695,23.63711107218576,22.361950630442028,22.517457898498467,4038880
274,2008-11-17,23.57491683959961,24.35245563083954,21.460016642619163,24.35245563083954,5361538
275,2008-11-18,22.299758911132812,23.512715343893845,21.86433708483663,23.512715343893845,6392448
276,2008-11-19,21.755481719970703,23.092845201154695,21.475567255981577,22.39306220498666,5606729
277,2008-11-20,21.522212982177734,21.926530213881314,20.60471836309018,21.77102293731765,5080395
278,2008-11-21,22.89068031311035,23.6060143365454,20.837983047462437,21.382258613893026,8350092
279,2008-11-24,23.466054916381836,23.839271973835405,22.299750293587863,23.574908748987767,5420119
280,2008-11-25,22.89068031311035,23.994782598281535,22.704072812998692,23.714870293512643,5453771
281,2008-11-26,23.40385627746582,23.7615222436496,22.47081242564427,23.1394930091019,5246053
282,2008-11-27,23.40385627746582,23.40385627746582,23.40385627746582,23.40385627746582,0
283,2008-11-28,23.030635833740234,23.481608692345738,22.113143183051307,22.704072190202112,8464961
284,2008-12-01,22.844026565551758,24.383548298455054,22.75072177069646,23.481606869659913,5733003
285,2008-12-02,22.641862869262695,22.89067491999346,21.92652901436261,22.67296516655491,5879324
286,2008-12-03,23.326108932495117,23.62157247698297,22.159803802250874,22.85958688039742,6430656
287,2008-12-04,24.445755004882812,24.570162122530768,20.682477134384477,20.682477134384477,4648185
288,2008-12-05,24.15029525756836,25.31660030136938,23.341656250185007,23.341656250185007,5338962
289,2008-12-08,24.21249008178711,25.005577681536906,23.170592505741585,24.803419048495975,11709287
290,2008-12-10,23.823720932006836,25.347693578241298,23.481606173286668,25.347693578241298,11172070
291,2008-12-11,23.559356689453125,24.243588225316465,23.186137570616534,24.243588225316465,9867592
292,2008-12-12,22.828474044799805,23.092837262823327,22.330849908238743,22.983981323824825,9847702
293,2008-12-15,23.201696395874023,23.714871799475524,23.015088883912245,23.606015835595617,5741641
294,2008-12-16,24.088092803955078,24.383556327282612,22.082046436239978,23.32610726194092,9183505
295,2008-12-17,24.05698585510254,24.725668551845775,23.419405463957737,24.725668551845775,8720755
296,2008-12-18,24.772321701049805,25.036684990237024,23.512711980033504,23.512711980033504,12640018
297,2008-12-19,25.969736099243164,26.280750827047147,24.741228346258165,25.503214007537196,10050607
298,2008-12-22,25.98528480529785,26.202994672375095,25.083340914258674,25.083340914258674,6524631
299,2008-12-23,25.45655632019043,26.234093011030463,25.26994877991078,25.814224463498803,5151765
300,2008-12-24,25.021137237548828,25.79867394767249,20.99349539174559,20.99349539174559,13318746
301,2008-12-26,25.06778907775879,26.389601510346886,24.41465949423727,26.389601510346886,5480531
302,2008-12-29,25.596511840820312,25.798670514871674,24.570163098183556,25.347699704847305,3418418
303,2008-12-30,25.549856185913086,25.96972676115455,24.60126118536215,25.534305033273984,4868199
304,2008-12-31,25.860864639282227,26.249632816602674,25.285489002369378,26.249632816602674,4396180
305,2009-01-02,26.234086990356445,26.66950870282035,25.73646488794413,26.66950870282035,3976548
306,2009-01-05,25.643163681030273,26.669512443178508,25.316597878182687,26.669512443178508,4505326
